key,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
11664,39,services,married,high.school,unknown,no,no,telephone,jun,fri,32,9,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11665,44,technician,single,basic.6y,unknown,no,no,telephone,jun,fri,8,9,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11666,57,retired,married,university.degree,no,yes,no,telephone,jun,fri,12,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11667,39,admin.,married,high.school,no,yes,no,telephone,jun,fri,77,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11668,48,retired,married,unknown,unknown,yes,no,telephone,jun,fri,9,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11669,40,admin.,married,high.school,unknown,yes,no,telephone,jun,fri,17,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11670,45,admin.,divorced,university.degree,unknown,unknown,unknown,telephone,jun,fri,8,12,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11671,37,admin.,divorced,high.school,no,yes,no,telephone,jun,fri,7,12,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11672,26,admin.,single,basic.9y,no,no,no,telephone,jun,fri,11,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11673,57,management,married,university.degree,no,no,yes,telephone,jun,fri,20,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11674,31,student,single,unknown,unknown,yes,no,telephone,jun,fri,16,8,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11675,45,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,fri,26,11,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11676,29,admin.,single,university.degree,no,yes,no,telephone,jun,fri,10,27,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11677,36,blue-collar,married,high.school,no,no,no,telephone,jun,fri,285,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11678,56,technician,divorced,basic.9y,no,yes,no,telephone,jun,fri,39,8,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11679,36,admin.,single,high.school,unknown,yes,no,telephone,jun,fri,16,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11680,33,services,unknown,high.school,no,no,no,telephone,jun,fri,11,21,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11681,34,management,married,university.degree,no,yes,no,telephone,jun,fri,37,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11682,53,services,married,basic.9y,unknown,yes,no,telephone,jun,fri,9,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11683,55,admin.,married,high.school,no,yes,no,telephone,jun,fri,7,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11684,34,blue-collar,single,basic.6y,no,yes,yes,telephone,jun,fri,205,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11685,42,housemaid,married,basic.4y,unknown,yes,no,telephone,jun,fri,408,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11686,39,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,fri,27,16,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11687,53,management,married,basic.9y,unknown,yes,no,telephone,jun,fri,376,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11688,30,admin.,divorced,high.school,no,yes,no,telephone,jun,fri,9,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11689,31,management,single,university.degree,unknown,yes,no,telephone,jun,fri,15,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11690,35,services,married,basic.6y,no,yes,no,telephone,jun,fri,46,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11691,43,admin.,married,university.degree,no,no,no,telephone,jun,fri,1023,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
11692,40,housemaid,single,university.degree,no,yes,no,telephone,jun,fri,253,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11693,49,technician,married,professional.course,no,yes,no,telephone,jun,fri,10,14,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11694,26,blue-collar,single,basic.9y,unknown,no,yes,telephone,jun,fri,175,14,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11695,55,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,fri,220,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11696,56,retired,married,basic.6y,no,yes,no,telephone,jun,fri,51,19,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11697,58,retired,married,basic.4y,no,no,no,telephone,jun,fri,407,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11698,52,technician,married,university.degree,unknown,no,no,telephone,jun,fri,10,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11699,30,services,single,high.school,no,yes,no,telephone,jun,fri,9,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11700,31,blue-collar,single,basic.4y,no,no,no,telephone,jun,fri,110,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11701,34,admin.,married,university.degree,no,no,no,telephone,jun,fri,11,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11702,36,self-employed,married,professional.course,no,no,no,telephone,jun,fri,161,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11703,55,admin.,married,university.degree,no,no,no,telephone,jun,fri,44,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11704,35,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,fri,13,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11705,43,management,married,university.degree,no,no,no,telephone,jun,fri,13,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11706,35,entrepreneur,married,university.degree,no,no,no,telephone,jun,fri,79,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11707,38,technician,divorced,professional.course,no,yes,no,telephone,jun,fri,212,8,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11708,35,admin.,married,high.school,no,no,yes,telephone,jun,fri,78,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11709,55,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,fri,585,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
11710,31,entrepreneur,single,basic.6y,unknown,yes,yes,telephone,jun,fri,8,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11711,56,self-employed,married,university.degree,no,no,no,telephone,jun,fri,129,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11712,32,admin.,married,university.degree,no,yes,no,telephone,jun,fri,65,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11713,34,services,married,high.school,no,no,no,telephone,jun,fri,9,14,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11714,44,admin.,divorced,high.school,no,yes,yes,telephone,jun,fri,100,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11715,45,self-employed,divorced,professional.course,unknown,no,no,telephone,jun,fri,12,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11716,29,blue-collar,single,professional.course,no,no,no,telephone,jun,fri,86,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11717,31,technician,married,professional.course,no,no,yes,telephone,jun,fri,809,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
11718,38,blue-collar,married,basic.9y,no,no,no,telephone,jun,fri,693,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
11719,44,admin.,married,university.degree,no,no,no,telephone,jun,fri,8,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11720,39,housemaid,married,university.degree,no,yes,no,telephone,jun,fri,258,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11721,32,blue-collar,married,basic.6y,no,yes,no,telephone,jun,fri,16,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11722,57,admin.,married,university.degree,no,yes,no,telephone,jun,fri,27,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11723,30,blue-collar,married,basic.9y,no,yes,no,telephone,jun,fri,12,14,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11724,43,admin.,married,high.school,no,yes,no,telephone,jun,fri,11,15,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11725,40,services,divorced,high.school,no,no,no,telephone,jun,fri,155,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11726,33,admin.,married,professional.course,no,no,no,telephone,jun,fri,81,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11727,31,entrepreneur,single,university.degree,unknown,no,no,telephone,jun,fri,22,12,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11728,50,admin.,married,basic.9y,no,no,no,telephone,jun,fri,116,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11729,25,blue-collar,single,high.school,unknown,no,no,telephone,jun,fri,136,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11730,40,blue-collar,single,unknown,unknown,yes,no,telephone,jun,fri,8,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11731,44,self-employed,single,university.degree,no,no,no,telephone,jun,fri,10,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11732,48,unemployed,married,high.school,unknown,yes,no,telephone,jun,fri,157,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11733,30,blue-collar,single,basic.9y,unknown,no,no,telephone,jun,fri,10,8,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11734,60,self-employed,single,basic.9y,unknown,yes,no,telephone,jun,fri,11,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11735,43,services,married,high.school,no,no,no,telephone,jun,fri,16,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11736,57,blue-collar,divorced,basic.4y,no,yes,no,telephone,jun,fri,84,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11737,48,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,fri,10,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11738,35,admin.,married,basic.9y,no,no,yes,telephone,jun,fri,556,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
11739,51,technician,married,unknown,no,yes,no,telephone,jun,fri,17,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11740,48,entrepreneur,married,professional.course,no,no,no,telephone,jun,fri,804,12,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11741,36,admin.,married,university.degree,no,unknown,unknown,telephone,jun,fri,71,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11742,42,housemaid,married,basic.4y,unknown,yes,no,telephone,jun,fri,38,8,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11743,33,technician,single,professional.course,no,no,yes,telephone,jun,fri,241,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11744,50,management,married,high.school,unknown,no,no,telephone,jun,fri,28,8,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11745,55,unknown,married,basic.4y,unknown,no,no,telephone,jun,fri,27,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11746,40,services,married,basic.6y,unknown,no,no,telephone,jun,fri,11,11,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11747,56,retired,divorced,basic.4y,no,yes,no,telephone,jun,fri,10,15,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11748,37,technician,married,university.degree,no,no,no,telephone,jun,fri,23,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11749,36,blue-collar,single,basic.9y,no,no,no,telephone,jun,fri,43,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11750,36,admin.,married,university.degree,no,yes,no,telephone,jun,fri,14,9,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11751,41,technician,married,high.school,no,no,no,telephone,jun,fri,8,12,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11752,42,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,fri,372,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11753,42,entrepreneur,married,professional.course,no,yes,no,telephone,jun,fri,291,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
11754,49,management,married,high.school,no,no,no,telephone,jun,fri,9,13,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11755,42,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,fri,29,27,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11756,53,technician,married,university.degree,no,yes,no,telephone,jun,fri,73,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11757,41,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,fri,8,31,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11758,42,admin.,divorced,university.degree,no,yes,no,telephone,jun,fri,14,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11759,33,blue-collar,married,basic.4y,no,yes,no,telephone,jun,fri,78,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11760,40,admin.,married,high.school,no,no,no,telephone,jun,fri,590,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11761,31,management,single,university.degree,unknown,no,no,telephone,jun,fri,100,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11762,30,admin.,divorced,high.school,no,no,no,telephone,jun,fri,13,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11763,31,entrepreneur,married,professional.course,no,yes,no,telephone,jun,fri,40,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11764,44,admin.,single,university.degree,unknown,yes,no,telephone,jun,fri,18,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11765,44,management,married,university.degree,unknown,yes,no,telephone,jun,fri,16,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11766,56,technician,married,unknown,no,no,no,telephone,jun,fri,196,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11767,57,retired,single,high.school,no,no,no,telephone,jun,fri,74,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11768,34,services,divorced,basic.9y,unknown,yes,no,telephone,jun,fri,34,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11769,36,admin.,married,university.degree,no,yes,no,telephone,jun,fri,27,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11770,56,self-employed,married,professional.course,no,no,yes,telephone,jun,fri,13,40,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11771,27,management,single,high.school,no,yes,yes,telephone,jun,fri,23,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11772,44,retired,single,basic.4y,no,yes,yes,telephone,jun,fri,160,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11773,46,admin.,divorced,university.degree,no,yes,no,telephone,jun,fri,14,12,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11774,25,admin.,single,high.school,no,no,no,telephone,jun,fri,20,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11775,59,entrepreneur,married,university.degree,no,no,no,telephone,jun,fri,9,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11776,25,unemployed,single,high.school,unknown,no,no,telephone,jun,fri,287,9,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11777,37,technician,married,professional.course,no,no,no,telephone,jun,fri,26,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11778,31,entrepreneur,single,basic.6y,unknown,yes,no,telephone,jun,fri,12,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11779,59,retired,divorced,basic.4y,unknown,no,yes,telephone,jun,fri,13,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11780,39,services,single,high.school,no,no,no,telephone,jun,fri,48,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11781,32,services,single,high.school,no,no,no,telephone,jun,fri,13,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11782,55,unemployed,divorced,basic.9y,no,no,no,telephone,jun,fri,9,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11783,25,services,single,high.school,no,yes,no,telephone,jun,fri,13,14,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11784,42,services,married,high.school,no,no,no,telephone,jun,fri,55,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11785,40,admin.,single,high.school,no,yes,yes,telephone,jun,fri,10,13,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11786,52,retired,married,professional.course,no,no,no,telephone,jun,fri,41,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11787,59,services,married,high.school,unknown,yes,no,telephone,jun,fri,13,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11788,50,entrepreneur,married,basic.9y,no,yes,no,telephone,jun,fri,7,12,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11789,33,admin.,divorced,university.degree,no,no,no,telephone,jun,fri,92,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11790,58,blue-collar,unknown,basic.9y,unknown,no,no,telephone,jun,fri,180,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11791,56,retired,married,high.school,unknown,yes,no,telephone,jun,fri,1094,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
11792,50,blue-collar,married,basic.4y,unknown,yes,yes,telephone,jun,fri,160,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11793,31,management,married,university.degree,no,no,no,telephone,jun,fri,101,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11794,36,admin.,married,basic.9y,no,no,yes,telephone,jun,fri,75,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11795,40,admin.,married,university.degree,no,no,no,telephone,jun,fri,17,21,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11796,22,technician,single,professional.course,no,no,no,telephone,jun,fri,184,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11797,27,unemployed,married,high.school,no,yes,no,telephone,jun,fri,23,13,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11798,30,blue-collar,married,basic.9y,no,no,yes,telephone,jun,fri,78,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11799,51,management,married,university.degree,unknown,no,no,telephone,jun,fri,13,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11800,39,management,married,university.degree,no,no,no,telephone,jun,fri,601,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11801,30,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,fri,83,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11802,58,retired,divorced,professional.course,unknown,yes,no,telephone,jun,fri,169,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11803,53,blue-collar,married,basic.9y,no,yes,no,telephone,jun,fri,13,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11804,23,blue-collar,single,basic.4y,no,yes,no,telephone,jun,fri,31,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11805,45,management,single,basic.9y,no,yes,no,telephone,jun,fri,294,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11806,48,admin.,divorced,high.school,no,no,yes,telephone,jun,fri,36,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11807,29,blue-collar,married,unknown,unknown,no,yes,telephone,jun,fri,55,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11808,37,blue-collar,married,basic.9y,no,no,no,telephone,jun,fri,15,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11809,40,technician,single,professional.course,no,yes,no,telephone,jun,fri,87,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11810,40,management,married,unknown,no,no,yes,telephone,jun,fri,17,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11811,40,housemaid,married,basic.4y,unknown,yes,no,telephone,jun,fri,30,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11812,38,blue-collar,single,basic.9y,no,yes,no,telephone,jun,fri,38,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11813,41,self-employed,divorced,university.degree,unknown,yes,no,telephone,jun,fri,39,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11814,33,admin.,married,high.school,no,yes,no,telephone,jun,fri,61,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11815,58,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,fri,63,15,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11816,42,technician,divorced,basic.9y,no,no,no,telephone,jun,fri,45,22,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11817,59,retired,married,basic.9y,unknown,no,no,telephone,jun,fri,25,8,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11818,30,admin.,married,university.degree,no,yes,yes,telephone,jun,fri,42,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11819,32,services,single,high.school,no,yes,no,telephone,jun,fri,23,11,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11820,40,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,fri,252,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11821,21,student,single,high.school,no,no,no,telephone,jun,fri,24,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11822,37,services,married,high.school,no,no,no,telephone,jun,fri,152,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11823,47,services,married,high.school,unknown,no,no,telephone,jun,fri,33,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11824,34,admin.,married,university.degree,no,yes,no,telephone,jun,fri,31,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11825,51,management,married,university.degree,no,yes,no,telephone,jun,fri,236,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11826,50,entrepreneur,married,basic.4y,no,no,no,telephone,jun,fri,20,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11827,36,blue-collar,single,high.school,no,yes,yes,telephone,jun,fri,14,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11828,53,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,fri,21,18,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11829,31,admin.,single,basic.9y,unknown,yes,yes,telephone,jun,fri,13,15,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11830,47,entrepreneur,single,university.degree,unknown,yes,no,telephone,jun,fri,39,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11831,51,services,divorced,unknown,unknown,yes,no,telephone,jun,fri,16,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11832,56,retired,married,basic.6y,no,yes,yes,telephone,jun,fri,37,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11833,44,self-employed,married,professional.course,no,yes,yes,telephone,jun,fri,47,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11834,56,admin.,married,university.degree,no,no,no,telephone,jun,fri,34,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11835,51,services,married,basic.9y,no,yes,no,telephone,jun,fri,250,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11836,58,entrepreneur,married,basic.4y,no,yes,no,telephone,jun,fri,221,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11837,41,entrepreneur,married,university.degree,unknown,yes,no,telephone,jun,fri,216,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11838,29,admin.,married,high.school,no,yes,no,telephone,jun,fri,21,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11839,48,admin.,single,university.degree,no,yes,no,telephone,jun,fri,14,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11840,37,blue-collar,married,basic.4y,no,yes,no,telephone,jun,fri,94,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11841,30,services,single,high.school,no,unknown,unknown,telephone,jun,fri,709,9,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11842,46,entrepreneur,married,university.degree,unknown,no,no,telephone,jun,fri,8,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11843,37,technician,single,professional.course,unknown,no,no,telephone,jun,fri,43,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11844,31,admin.,divorced,high.school,no,no,no,telephone,jun,fri,111,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11845,33,self-employed,single,university.degree,no,unknown,unknown,telephone,jun,fri,38,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11846,34,self-employed,single,university.degree,no,yes,no,telephone,jun,fri,19,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11847,39,technician,single,high.school,no,yes,no,telephone,jun,fri,274,9,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11848,28,admin.,married,university.degree,no,no,no,telephone,jun,fri,819,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11849,58,technician,married,professional.course,unknown,yes,no,telephone,jun,fri,16,8,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11850,45,blue-collar,married,basic.4y,unknown,yes,yes,telephone,jun,fri,19,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11851,47,services,married,high.school,unknown,yes,no,telephone,jun,fri,247,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11852,53,blue-collar,divorced,basic.4y,unknown,yes,no,telephone,jun,fri,27,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11853,41,admin.,married,high.school,unknown,no,no,telephone,jun,fri,23,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11854,33,blue-collar,married,basic.9y,no,no,no,telephone,jun,fri,12,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11855,38,self-employed,single,basic.9y,unknown,yes,yes,telephone,jun,fri,375,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
11856,60,self-employed,married,professional.course,unknown,yes,no,telephone,jun,fri,10,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
